THỜI KHÓA BIỂU DỰ KIẾN KỲ 20251 - CẬP NHẬT NGÀY 12.09.2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Min,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20251,THKHSS,758609,758609,BF2571E,Kỹ thuật các quá trình CNTP I,Processes in Food engineering I,2(2-0-1-4),HE3,1,4,1315-1730,2,6,Chiều,"15,16,17",C4-301,NULL,14,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758609,758609,BF2571E,Kỹ thuật các quá trình CNTP I,Processes in Food engineering I,2(2-0-1-4),HE3,1,4,1315-1730,2,6,Chiều,"15,16,17",TTB4,NULL,14,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758610,758610,BF2571E,Kỹ thuật các quá trình CNTP I,Processes in Food engineering I,2(2-0-1-4),HE4,1,5,1315-1730,2,6,Chiều,"15,16,17",C4-301,NULL,5,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758610,758610,BF2571E,Kỹ thuật các quá trình CNTP I,Processes in Food engineering I,2(2-0-1-4),HE4,1,5,1315-1730,2,6,Chiều,"15,16,17",TTB4,NULL,5,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,161818,161818,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),**CTTT-Thực phẩm-K68C,1,6,1230-1455,1,3,Chiều,"2-9,11-19",C7-119,TN,42,30,42,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,758611,758611,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE1,1,2,0730-1145,2,6,Sáng,"15,16,17",TTB4,NULL,1,NULL,16,Huỷ lớp,TN,AB,ELITECH,
20251,THKHSS,758611,758611,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE1,1,2,0730-1145,2,6,Sáng,"15,16,17",C4-301,NULL,1,NULL,16,Huỷ lớp,TN,AB,ELITECH,
20251,THKHSS,758612,758612,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE2,1,3,0730-1145,2,6,Sáng,"15,16,17",TTB4,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758612,758612,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE2,1,3,0730-1145,2,6,Sáng,"15,16,17",C4-301,NULL,10,NULL,16,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758613,758613,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE3,1,4,0730-1145,2,6,Sáng,"15,16,17",TTB4,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758613,758613,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE3,1,4,0730-1145,2,6,Sáng,"15,16,17",C4-301,NULL,16,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758614,758614,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE4,1,5,0730-1145,2,6,Sáng,"15,16,17",C4-301,NULL,15,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758614,758614,BF2573E,Kỹ thuật các Quá trình trong CNTP III,Processes in Food Engineering III,3(2-1-1-6),BE4,1,5,0730-1145,2,6,Sáng,"15,16,17",TTB4,NULL,15,NULL,18,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,163155,163155,BF2601,Hóa sinh y sinh,Biomedical Biochemistry,3(2-1-1-6),Y sinh-K68S,1,4,0645-0910,1,3,Sáng,"2-9,11-19",D3-404,TN,33,NULL,50,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758489,758489,BF2601,Hóa sinh y sinh,Biomedical Biochemistry,3(2-1-1-6),YSHS1,1,5,1315-1730,2,6,Chiều,16-18,C10-107,NULL,20,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758490,758490,BF2601,Hóa sinh y sinh,Biomedical Biochemistry,3(2-1-1-6),YSHS2,1,6,1315-1730,2,6,Chiều,16-18,C10-107,NULL,13,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,165116,165116,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),"Sinh học 01,02-K70C",1,2,1410-1550,3,4,Chiều,5-20,D5-102,TN,85,NULL,100,Đăng ký,LT+BT,AB,CT CHUẨN,
20251,THKHSS,165117,165117,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),"Sinh học 03,04-K70C",1,2,1410-1550,3,4,Chiều,5-20,D5-103,TN,82,NULL,100,Đăng ký,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758498,758498,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM1_K70,1,2,0730-1145,2,6,Sáng,"2,3,4",B1-305,NULL,NULL,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758498,758498,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM1_K70,1,2,0730-1145,2,6,Sáng,"2,3,4",C10-107,NULL,NULL,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758499,758499,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM2_K70,1,3,0730-1145,2,6,Sáng,"2,3,4",B1-305,NULL,NULL,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758499,758499,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM2_K70,1,3,0730-1145,2,6,Sáng,"2,3,4",C10-107,NULL,NULL,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758500,758500,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM3_K70,1,4,0730-1145,2,6,Sáng,"5,6,7",B1-305,NULL,20,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758501,758501,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM4_K70,1,5,0730-1145,2,6,Sáng,"5,6,7",B1-305,NULL,20,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758502,758502,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM5_K70,1,6,0730-1145,2,6,Sáng,"5,6,7",B1-305,NULL,20,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758503,758503,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM6_K70,1,2,0730-1145,2,6,Sáng,"5,6,7",B1-305,NULL,20,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758504,758504,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM7_K70,1,3,0730-1145,2,6,Sáng,"5,6,7",B1-305,NULL,20,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758505,758505,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM8_K70,1,4,0730-1145,2,6,Sáng,"5,6,7",B1-309,NULL,20,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758506,758506,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM9_K70,1,5,0730-1145,2,6,Sáng,"5,6,7",B1-309,NULL,5,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758507,758507,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM10_K70,1,6,0730-1145,2,6,Sáng,"5,6,7",B1-309,NULL,21,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758508,758508,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM11_K70,1,7,0730-1145,2,6,Sáng,"2,3,4",B1-305,NULL,NULL,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758508,758508,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM11_K70,1,7,0730-1145,2,6,Sáng,"2,3,4",C10-108,NULL,NULL,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758509,758509,BF2701,Nhập môn kỹ thuật sinh học,Introduction to Biotechnology,2(1-1-1-4),NM12_K70,1,7,0730-1145,2,6,Sáng,"5,6,7",B1-305,NULL,21,NULL,20,Đăng ký,TN,AB,CT CHUẨN,
20251,THKHSS,758510,758510,BF2703,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),HS1,1,2,1315-1730,2,6,Chiều,"5-9,11-15",C10-107,NULL,1,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758511,758511,BF2703,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),HS2,1,2,1315-1730,2,6,Chiều,"5-9,11-15",C10-108,NULL,1,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758512,758512,BF2703,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),HS3,1,3,1315-1730,2,6,Chiều,"5-9,11-15",C10-107,NULL,NULL,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758513,758513,BF2703,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),HS4,1,3,1315-1730,2,6,Chiều,"5-9,11-15",C10-108,NULL,NULL,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758514,758514,BF2703,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),HS5,1,4,1315-1730,2,6,Chiều,"5-9,11-15",C10-107,NULL,8,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758515,758515,BF2703,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),HS6,1,5,0730-1145,2,6,Sáng,"5-9,11-15",C10-108,NULL,8,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758526,758526,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS1,1,2,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401A,NULL,19,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758527,758527,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS2,1,3,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401B,NULL,20,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758529,758529,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS3,1,4,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401A,NULL,22,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758530,758530,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS4,1,5,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401B,NULL,22,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758531,758531,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS5,1,5,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401A,NULL,13,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758532,758532,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS6,1,6,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401B,NULL,8,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758533,758533,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS7,1,6,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401A,NULL,11,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758534,758534,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS8,1,2,1315-1730,2,6,Chiều,"6-9,11-16,18-19",C4-401A,NULL,2,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758535,758535,BF3501,Thí nghiệm vi sinh vật thực phẩm,Laboratory Experiments in Food Microbiology,2(0-0-4-4),TPVS9,1,3,1315-1730,2,6,Chiều,"6-9,11-16,18-19",C4-401B,NULL,1,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758536,758536,BF3501E,Thí nghiệm vi sinh vật thực phẩm,Microbiology Lab,2(0-0-4-4),TPEVS1,1,7,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401B,NULL,22,NULL,22,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,758537,758537,BF3501E,Thí nghiệm vi sinh vật thực phẩm,Microbiology Lab,2(0-0-4-4),TPEVS2,1,7,0730-1145,2,6,Sáng,"6-9,11-16,18-19",C4-401A,NULL,0,NULL,18,Huỷ lớp,TN,AB,ELITECH,
20251,THKHSS,761194,761194,BF3501E,Thí nghiệm vi sinh vật thực phẩm,Microbiology Lab,2(0-0-4-4),TPEVS3,1,7,1315-1730,2,6,Chiều,"6-9,11-16,18-19",C4-401A,NULL,19,NULL,20,Kết thúc ĐK,TN,AB,ELITECH,
20251,THKHSS,761195,761195,BF3501E,Thí nghiệm vi sinh vật thực phẩm,Microbiology Lab,2(0-0-4-4),TPEVS4,1,4,1315-1730,2,6,Chiều,"6-9,11-16,18-19",C4-401A,NULL,NULL,NULL,18,Huỷ lớp,TN,AB,ELITECH,
20251,THKHSS,163466,163466,BF3507,Hoá sinh,Biochemistry,4(4-0-0-8),Thực phẩm-K68C,1,5,1410-1730,3,6,Chiều,"2-9,11-19",D9-103,NULL,80,70,80,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163467,163467,BF3507,Hoá sinh,Biochemistry,4(4-0-0-8),Thực phẩm-K68C,1,4,1230-1400,1,2,Chiều,"2-9,11-19",D9-103,NULL,45,39,80,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163467,163467,BF3507,Hoá sinh,Biochemistry,4(4-0-0-8),Thực phẩm-K68C,2,5,1230-1400,1,2,Chiều,"2-9,11-19",D9-103,NULL,45,39,80,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,164876,164876,BF3507E,Hoá sinh,Biochemistry,4(4-0-0-8),CTTT Thực phẩm-K69S,1,4,0825-1145,3,6,Sáng,"2-9,11-19",D7-101,NULL,31,NULL,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,758516,758516,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS1,1,2,0730-1145,2,6,Sáng,"5-9,11-15",C10-107,NULL,17,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758517,758517,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS2,1,2,0730-1145,2,6,Sáng,"5-9,11-15",C10-108,NULL,2,NULL,20,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758518,758518,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS3,1,3,0730-1145,2,6,Sáng,"5-9,11-15",C10-107,NULL,20,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758519,758519,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS4,1,3,0730-1145,2,6,Sáng,"5-9,11-15",C10-108,NULL,7,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758520,758520,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS5,1,4,0730-1145,2,6,Sáng,"5-9,11-15",C10-107,NULL,19,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758521,758521,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS6,1,4,0730-1145,2,6,Sáng,"5-9,11-15",C10-108,NULL,19,NULL,20,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758522,758522,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS7,1,5,0730-1145,2,6,Sáng,"5-9,11-15",C10-107,NULL,20,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758523,758523,BF3508,Thí nghiệm hóa sinh,Laboratory Experiments in Biochemistry,2(0-0-4-4),TPHS8,1,5,1315-1730,2,6,Chiều,"5-9,11-15",C10-108,NULL,21,NULL,22,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,163456,163456,BF3509,Vi sinh vật thực phẩm,Food Microbiology,3(3-0-0-6),Thực phẩm-K68C,1,2,1230-1455,1,3,Chiều,"2-9,11-19",D7-202,NULL,86,73,100,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163457,163457,BF3509,Vi sinh vật thực phẩm,Food Microbiology,3(3-0-0-6),Thực phẩm-K68C,1,2,1505-1730,4,6,Chiều,"2-9,11-19",D7-203,NULL,58,48,100,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,161817,161817,BF3509E,Vi sinh vật đại cương,General Microbiology,3(3-0-0-6),**CTTT-Thực phẩm-K68C,1,4,1230-1455,1,3,Chiều,"2-9,11-19",C7-119,NULL,40,30,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,163464,163464,BF3513,Công nghệ thực phẩm đại cương,General Food Technology,3(3-0-0-6),Thực phẩm-K68C,1,3,1230-1455,1,3,Chiều,"2-9,11-19",D9-104,NULL,64,41,70,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163465,163465,BF3513,Công nghệ thực phẩm đại cương,General Food Technology,3(3-0-0-6),Thực phẩm-K68C,1,3,1505-1730,4,6,Chiều,"2-9,11-19",D9-104,NULL,2,NULL,70,Huỷ lớp,LT+BT,AB,CT CHUẨN,
20251,THKHSS,161820,161820,BF3513E,Công nghệ thực phẩm đại cương,General Food Technology,3(3-0-0-6),**CTTT-Thực phẩm-K68C,1,5,1230-1455,1,3,Chiều,"2-9,11-19",C7-119,NULL,44,31,44,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,163468,163468,BF3514,Dinh dưỡng,Nutrition,2(2-0-0-4),Thực phẩm-K68C,1,4,1410-1550,3,4,Chiều,"2-9,11-19",D9-103,NULL,64,55,65,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163469,163469,BF3514,Dinh dưỡng,Nutrition,2(2-0-0-4),Thực phẩm-K68C,1,4,1600-1730,5,6,Chiều,"2-9,11-19",D9-102,NULL,42,NULL,65,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163470,163470,BF3515,An toàn thực phẩm,Food Safety,2(2-0-0-4),Thực phẩm-K68C,1,4,1600-1730,5,6,Chiều,"2-9,11-19",D9-103,NULL,34,NULL,55,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163471,163471,BF3515,An toàn thực phẩm,Food Safety,2(2-0-0-4),Thực phẩm-K68C,1,4,1410-1550,3,4,Chiều,"2-9,11-19",D9-102,NULL,29,NULL,55,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163458,163458,BF3522,Vật lý học Thực phẩm,Food Physics,2(2-0-0-4),Thực phẩm-K68C,1,6,1410-1550,3,4,Chiều,"2-9,11-19",D7-201,NULL,100,90,100,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163459,163459,BF3522,Vật lý học Thực phẩm,Food Physics,2(2-0-0-4),Thực phẩm-K68C,1,6,1600-1730,5,6,Chiều,"2-9,11-19",D7-201,NULL,38,NULL,100,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163489,163489,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),Thực phẩm-K67C,1,3,1230-1455,1,3,Chiều,"2-9,11-19",D9-203,TN,21,NULL,80,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,758739,758739,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT01,1,2,0730-1145,2,6,Sáng,"15,16,17,18",C4-204,NULL,11,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758739,758739,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT01,2,3,0730-1145,2,6,Sáng,17,C4-111,NULL,11,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758739,758739,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT01,3,5,0730-1145,2,6,Sáng,17,C4-111,NULL,11,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758740,758740,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT02,1,3,0730-1145,2,6,Sáng,"15,16,17,18",C4-204,NULL,7,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758740,758740,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT02,2,4,0730-1145,2,6,Sáng,17,C4-111,NULL,7,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758740,758740,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT02,3,6,0730-1145,2,6,Sáng,17,C4-111,NULL,7,NULL,15,Kết thúc ĐK,TN,AB,CT CHUẨN,
20251,THKHSS,758741,758741,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT03,1,4,0730-1145,2,6,Sáng,"15,16,17,18",C4-204,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758741,758741,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT03,2,3,0730-1145,2,6,Sáng,18,C4-111,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758741,758741,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT03,3,5,0730-1145,2,6,Sáng,18,C4-111,NULL,1,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758742,758742,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT04,1,5,0730-1145,2,6,Sáng,"15,16,17,18",C4-204,NULL,0,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758742,758742,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT04,2,4,0730-1145,2,6,Sáng,18,C4-111,NULL,0,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758742,758742,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT04,3,6,0730-1145,2,6,Sáng,18,C4-111,NULL,0,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758743,758743,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT05,1,6,0730-1145,2,6,Sáng,"15,16,17,18",C4-204,NULL,2,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758743,758743,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT05,2,3,0730-1145,2,6,Sáng,19,C4-111,NULL,2,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,758743,758743,BF3524,Phương pháp đánh giá chất lượng thực phẩm,Analytical methods in Food quality assesment,4(3-0-2-8),PT05,3,5,0730-1145,2,6,Sáng,19,C4-111,NULL,2,NULL,15,Huỷ lớp,TN,AB,CT CHUẨN,
20251,THKHSS,163491,163491,BF3525,Quản lý chất lượng trong công nghiệp thực phẩm,Food Quality Management,2(2-0-0-4),Thực phẩm-K67C,1,6,1410-1550,3,4,Chiều,"2-9,11-19",D9-103,NULL,52,38,60,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163492,163492,BF3525,Quản lý chất lượng trong công nghiệp thực phẩm,Food Quality Management,2(2-0-0-4),Thực phẩm-K67C,1,6,1600-1730,5,6,Chiều,"2-9,11-19",D9-104,NULL,30,NULL,60,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,161822,161822,BF3525E,Quản lý chất lượng trong công nghiệp thực phẩm ,Quality management in Food Industry ,3(3-0-0-6),**CTTT-Thực phẩm-K68C,1,4,1505-1730,4,6,Chiều,"2-9,11-19",C7-119,NULL,31,NULL,40,Kết thúc ĐK,LT+BT,AB,ELITECH,
20251,THKHSS,163447,163447,BF3531,Quá trình và thiết bị CNTP I,Process and Equipment in Food Technology I,2(2-0-1-4),Thực phẩm-K69C,1,5,1230-1400,1,2,Chiều,"2-9,11-19",D4-304,TN,NULL,NULL,80,Huỷ lớp,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163460,163460,BF3532,Quá trình và thiết bị CNTP II,Process and Equipment in Food Technology II,3(2-1-1-6),Thực phẩm-K68C,1,2,1505-1730,4,6,Chiều,"2-9,11-19",D7-202,TN,96,85,100,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
20251,THKHSS,163461,163461,BF3532,Quá trình và thiết bị CNTP II,Process and Equipment in Food Technology II,3(2-1-1-6),Thực phẩm-K68C,1,2,1230-1455,1,3,Chiều,"2-9,11-19",D7-203,TN,98,87,100,Kết thúc ĐK,LT+BT,AB,CT CHUẨN,
